"W1","W2","rel"
"object","noisemaker",1
"swelling","edema",1
"abstraction","triglyceride",1
"part","chlorine",1
"state","picture",1
"being","bessel",1
"biscuit","brownie",1
"book","textbook",1
"condition","privation",1
"content","abuse",1
"trait","purpose",1
"vogue","fad",1
"district","barrio",1
"thought","manoeuvre",1
"illness","tumor",1
"deed","warning",1
"warship","submarine",1
"conclusion","elimination",1
"individual","kerensky",1
"pride","conceit",1
"instrument","debt",1
"district","sevilla",1
"mortal","mariner",1
"device","aperture",1
"outgrowth","style",1
"expansion","annotation",1
"change","elimination",1
"component","epinephrine",1
"attribute","rebate",1
"activity","waste",1
"organism","archaeologist",1
"attribute","flu",1
"entity","gymnosperm",1
"parent","mater",1
"activity","radiotherapy",1
"unit","thermometer",1
"request","blessing",1
"feeling","kick",1
"conception","similarity",1
"communication","averment",1
"fibre","gumption",1
"part","material",1
"man","vet",1
"whole","beam",1
"businessperson","victualler",1
"mortal","gibson",1
"entity","cattleman",1
"object","carrion",1
"individual","filmmaker",1
"whole","cooler",1
"fixing","restoration",1
"construction","barn",1
"cause","achaean",1
"object","blossom",1
"cheer","salvo",1
"section","introduction",1
"voyage","sail",1
"whole","cuirassier",1
"unit","judge",1
"someone","santa",1
"advantage","leverage",1
"attribute","grip",1
"food","treat",1
"shell","valve",1
"somebody","nun",1
"group","smithereens",1
"individual","bullfinch",1
"portion","snot",1
"form","flavor",1
"measure","duck",1
"matter","sandstone",1
"object","spork",1
"cover","pit",1
"taste","acidity",1
"nutrient","peppermint",1
"parent","mom",1
"preserver","doorman",1
"tool","hack",1
"artefact","piston",1
"event","disturbance",1
"material","chinchilla",1
"employee","server",1
"orientation","view",1
"frequency","station",1
"whole","shell",1
"offspring","cub",1
"room","closet",1
"content","pan",1
"provision","upgrade",1
"kind","type",1
"artifact","heraldry",1
"exchange","replacement",1
"posture","angle",1
"unit","world",1
"somebody","shopper",1
"parentage","song",1
"son","savior",1
"cognition","conception",1
"abstraction","imperfection",1
"artifact","blowhole",1
"being","lloyd",1
"listing","rota",1
"foodstuff","roll",1
"whole","readout",1
"digit","thumb",1
"grownup","craftsman",1
"mortal","anatomist",1
"program","switch",1
"disposition","spirit",1
"whole","shoe",1
"entity","broadening",1
"entity","portability",1
"bream","porgy",1
"integer","factor",1
"instrument","ruler",1
"message","rhetoric",1
"movement","span",1
"chordate","dragonet",1
"artifact","acetate",1
"line","diameter",1
"communication","chorus",1
"field","archeology",1
"territory","omaha",1
"person","craftsman",1
"instrument","birch",1
"someone","sexton",1
"region","mandate",1
"someone","kin",1
"unit","vesper",1
"flora","cherry",1
"grounds","chestnut",1
"story","basement",1
"submersible","submarine",1
"being","actuality",1
"increment","accretion",1
"movement","boxing",1
"player","batter",1
"instrumentation","vessel",1
"location","pike",1
"vesture","overall",1
"object","pony",1
"port","durban",1
"location","armageddon",1
"trait","spiritualism",1
"inhabitant","inka",1
"cause","duffer",1
"stuff","two",1
"individual","businessman",1
"subject","waltz",1
"being","watch",1
"artefact","capstone",1
"integer","fellow",1
"cognition","genealogy",1
"ingestion","swig",1
"individual","narcissist",1
"individual","godiva",1
"matter","toxicant",1
"knowledge","outline",1
"protector","mountie",1
"artifact","hotel",1
"show","intonation",1
"deed","diminution",1
"artifact","university",1
"route","impasse",1
"device","winch",1
"entity","reasoning",1
"property","flexibility",1
"occasion","inauguration",1
"embracing","clinch",1
"constituent","noradrenaline",1
"act","anger",1
"cause","casualty",1
"individual","dad",1
"dealing","sale",1
"food","rib",1
"movement","invasion",1
"instrumentation","turner",1
"continuation","playback",1
"construction","creep",1
"event","introduction",1
"endocrine","catecholamine",1
"musician","berry",1
"mortal","rutherford",1
"move","clout",1
"athlete","diver",1
"part","bilirubin",1
"part","elbow",1
"vertebrate","hooter",1
"abstraction","dosage",1
"individual","diana",1
"prosthesis","implant",1
"substance","rn",1
"sphere","pearl",1
"vesture","apron",1
"placement","height",1
"artefact","tack",1
"someone","gopher",1
"negotiator","julian",1
"player","sutherland",1
"wearable","waterproof",1
"abstraction","kick",1
"instrument","magnifier",1
"group","yoke",1
"attribute","involvement",1
"amount","insufficiency",1
"spasm","rick",1
"status","folie",1
"abstraction","stance",1
"organism","afghan",1
"part","substrate",1
"effect","harvest",1
"domain","front",1
"well","wildcat",1
"utterance","oath",1
"someone","barrymore",1
"whole","hinge",1
"artifact","depository",1
"device","garrote",1
"object","admiral",1
"touchstone","lettuce",1
"cryptography","compression",1
"mortal","constable",1
"bird","griffon",1
"vision","protagonist",1
"person","patrician",1
"abstraction","heartbeat",1
"convexity","thickening",1
"parcel","grounds",1
"break","relief",1
"mixture","metal",1
"disruption","insert",1
"whole","solzhenitsyn",1
"entity","razor",1
"knowledge","audition",1
"device","mirror",1
"substance","dirt",1
"signer","endorser",1
"being","edger",1
"clergyman","ecclesiastic",1
"mortal","hathaway",1
"entity","bitch",1
"unit","sucre",1
"language","hungarian",1
"complaint","implication",1
"artist","bartok",1
"change","deduction",1
"state","pain",1
"unit","mailbox",1
"relation","sapwood",1
"somebody","esthetician",1
"individual","handler",1
"mortal","zephaniah",1
"cause","snowboarder",1
"municipality","thessaloniki",1
"act","salvation",1
"being","star",1
"reason","indication",1
"entity","donatello",1
"matter","hollandaise",1
"reformer","king",1
"reformer","rebel",1
"organism","prefect",1
"entity","garrote",1
"abstraction","wit",1
"entity","source",1
"speaker","lecturer",1
"bourgeois","sinclair",1
"device","tee",1
"being","pledge",1
"sioux","crow",1
"substance","wicker",1
"artefact","swatter",1
"mortal","redneck",1
"whole","supplier",1
"ability","sharpness",1
"organism","confederate",1
"interest","earth",1
"communication","dot",1
"cadence","dactyl",1
"stock","liquor",1
"carnivore","mink",1
"someone","aggregator",1
"connection","materiality",1
"fibre","strand",1
"organism","boyfriend",1
"creator","joplin",1
"object","larva",1
"object","enclosure",1
"face","head",1
"communicator","mole",1
"holding","fief",1
"understanding","lease",1
"activity","yoga",1
"movement","limp",1
"magnitude","number",1
"executive","prefect",1
"happening","termination",1
"cognition","regime",1
"entity","cattle",1
"cause","gillie",1
"entity","lynx",1
"material","matrix",1
"attribute","orbit",1
"serpent","rattlesnake",1
"defense","displacement",1
"abstraction","pillage",1
"entity","magic",1
"shape","disc",1
"quantity","vacation",1
"event","citation",1
"adornment","pin",1
"instrumentality","shot",1
"unit","catalan",1
"packing","card",1
"group","newsroom",1
"fauna","rooster",1
"reminiscence","reproduction",1
"establishment","sect",1
"organism","reformist",1
"being","hubby",1
"someone","armstrong",1
"communication","version",1
"substance","advance",1
"content","dancing",1
"constituent","emission",1
"entity","vhf",1
"artefact","ticker",1
"someone","partizan",1
"device","controller",1
"deck","dime",1
"technique","simulation",1
"wearable","gown",1
"action","gallop",1
"animal","kite",1
"start","activation",1
"reformer","green",1
"brit","tyke",1
"instrumentality","gondola",1
"territory","blantyre",1
"stuff","rubber",1
"happening","doom",1
"outlaw","james",1
"permission","pass",1
"document","prohibition",1
"appreciation","cut",1
"event","wedding",1
"boundary","face",1
"object","clinic",1
"mortal","expert",1
"water","lough",1
"illness","wilt",1
"state","passion",1
"whole","litigator",1
"act","flexure",1
"material","tusk",1
"deed","safari",1
"formation","population",1
"organism","dude",1
"power","brightness",1
"pitch","bullet",1
"relation","leaf",1
"substance","permission",1
"attribute","acknowledgment",1
"status","fugue",1
"individual","indian",1
"deed","blackjack",1
"abstraction","fauna",1
"water","white",1
"entity","wanamaker",1
"line","bias",1
"artefact","corridor",1
"man","casanova",1
"transaction","transfer",1
"substance","ironwood",1
"descent","chow",1
"entity","fiddle",1
"entity","issue",1
"organism","cat",1
"matter","plum",1
"collection","asia",1
"unit","array",1
"entity","lease",1
"mortal","landau",1
"relation","copper",1
"attribute","straw",1
"parentage","kinfolk",1
"part","coinage",1
"entity","peel",1
"occurrence","crash",1
"frequency","audio",1
"male","stallion",1
"endocrine","noradrenaline",1
"chordate","frog",1
"chamber","repository",1
"trait","conceit",1
"deed","graduation",1
"mortal","cash",1
"ingredient","oregano",1
"object","doll",1
"signaling","identifier",1
"act","finding",1
"mortal","ordinary",1
"act","reinforcement",1
"abstraction","mixture",1
"message","rot",1
"creation","album",1
"entity","christmas",1
"criticism","fire",1
"someone","striker",1
"reputation","stock",1
"person","grip",1
"cause","walker",1
"publicist","huckster",1
"object","lepton",1
"wearable","argyle",1
"cause","marshall",1
"track","siding",1
"folie","hysteria",1
"clothing","rig",1
"std","chlamydia",1
"language","carib",1
"demeanour","appropriateness",1
"sugar","glycogen",1
"harmony","preparation",1
"content","construction",1
"form","pupil",1
"communication","stress",1
"category","gender",1
"unit","broom",1
"somebody","baggage",1
"plus","shadow",1
"entity","waterproof",1
"being","anthropologist",1
"entity","toad",1
"happening","abatement",1
"science","algebra",1
"someone","marini",1
"action","rust",1
"appendage","whisker",1
"state","relief",1
"unit","aphid",1
"attribute","rotation",1
"information","pill",1
"being","spy",1
"knowledge","lemon",1
"sign","medallion",1
"grounds","callus",1
"information","declaration",1
"area","booth",1
"stuff","rust",1
"formation","rig",1
"play","draw",1
"thing","horror",1
"state","impatience",1
"being","vocalist",1
"cause","socializer",1
"action","maneuver",1
"move","squat",1
"artefact","apparatus",1
"head","attic",1
"attribute","rage",1
"matter","turpentine",1
"status","ego",1
"abstraction","herbal",1
"crevice","fracture",1
"region","proximity",1
"organism","rhine",1
"gymnast","turner",1
"device","gate",1
"soul","harriman",1
"ground","sod",1
"unit","greengrocer",1
"nature","hesitation",1
"partizan","fan",1
"arena","kingdom",1
"amount","league",1
"burst","detonation",1
"disease","pestilence",1
"subject","characterization",1
"location","nederland",1
"field","skank",1
"transmission","atm",1
"individual","diplomate",1
"state","wound",1
"act","contusion",1
"soul","chinook",1
"soul","beggar",1
"instrumentality","fret",1
"garb","getup",1
"player","idol",1
"instrumentalist","martin",1
"payment","spending",1
"somebody","communicator",1
"matter","binder",1
"creature","squid",1
"seizure","apprehension",1
"physician","horney",1
"genealogy","zhou",1
"worker","pitchman",1
"event","bidding",1
"relation","basis",1
"being","corporal",1
"someone","concessioner",1
"idea","feature",1
"deed","presentment",1
"portion","alligator",1
"someone","baudelaire",1
"act","congratulation",1
"compound","phenylalanine",1
"fare","diet",1
"constituent","burner",1
"worker","samson",1
"female","enchantress",1
"individual","matriarch",1
"region","soweto",1
"object","meeting",1
"clothing","skullcap",1
"indication","biography",1
"entity","electrician",1
"bailiwick","surgery",1
"work","booking",1
"compound","rain",1
"possession","assurance",1
"unit","honeymooner",1
"gathering","smoker",1
"whole","servant",1
"capital","substance",1
"ungulate","kob",1
"dealings","evasion",1
"postscript","continuation",1
"plant","chrysanthemum",1
"stuff","olive",1
"whole","maroon",1
"flora","sorghum",1
"soul","inka",1
"action","waterloo",1
"agreement","community",1
"soul","slipper",1
"thought","tryout",1
"abstraction","processor",1
"entity","orange",1
"organism","zulu",1
"wine","bishop",1
"unit","apartment",1
"veg","cress",1
"part","discourse",1
"cause","recruit",1
"assistance","embrace",1
"comment","footer",1
"whole","needle",1
"young","parr",1
"process","pressure",1
"cause","choreographer",1
"flora","agave",1
"attribute","guard",1
"beast","racehorse",1
"shape","scroll",1
"sprite","gnome",1
"movement","levitation",1
"drink","port",1
"whole","trafficker",1
"event","sack",1
"act","rebirth",1
"entity","klamath",1
"occupation","vocation",1
"solid","slit",1
"understanding","floater",1
"cause","cordova",1
"artifact","video",1
"someone","sennacherib",1
"artefact","frontage",1
"collection","assortment",1
"commendation","ovation",1
"aristocrat","esther",1
"component","hardwood",1
"demonstration","playing",1
"soul","rummy",1
"support","championship",1
"construction","canvass",1
"item","place",1
"individual","muralist",1
"nourishment","mold",1
"individual","md",1
"cause","fielder",1
"abstraction","siege",1
"waterman","oarsman",1
"cause","umpire",1
"whole","hatch",1
"negotiator","edward",1
"transparency","overhead",1
"change","cookery",1
"object","fiber",1
"gathering","socialisation",1
"appliance","primus",1
"transportation","carry",1
"abstraction","mud",1
"abstraction","finger",1
"mortal","ailey",1
"cause","villainess",1
"compound","formaldehyde",1
"part","ticker",1
"attribute","wrongdoing",1
"unit","angler",1
"wood","flute",1
"cause","shevchenko",1
"entity","manifestation",1
"food","chop",1
"abstraction","wire",1
"cause","mon",1
"energy","radiation",1
"treat","mint",1
"act","vomiting",1
"attribute","resourcefulness",1
"entity","fastening",1
"someone","mozart",1
"person","ghost",1
"portion","suffering",1
"dweller","javan",1
"somebody","shaper",1
"artefact","mooring",1
"event","burglary",1
"article","editorial",1
"device","pit",1
"knowledge","fibrillation",1
"tissue","cusp",1
"being","spaniel",1
"house","residence",1
"cognition","migraine",1
"organism","pedagogue",1
"grownup","fille",1
"statement","sale",1
"whole","lorre",1
"movement","rap",1
"dice","six",1
"status","election",1
"brute","nudibranch",1
"cause","publisher",1
"somebody","mariner",1
"person","goose",1
"individual","aleut",1
"quartz","sard",1
"way","signature",1
"unit","compatriot",1
"cloth","towel",1
"being","zarathustra",1
"material","oleoresin",1
"entity","shark",1
"food","supper",1
"object","plot",1
"profit","dividend",1
"constituent","metal",1
"equipment","hill",1
"somebody","nebuchadnezzar",1
"walk","foot",1
"tack","halter",1
"stuff","muscovite",1
"entity","jaggery",1
"denizen","japanese",1
"goodness","backbone",1
"placental","rodent",1
"wildfowl","quail",1
"quality","drag",1
"tobacco","filler",1
"enclosure","bay",1
"entity","riverside",1
"belief","hecate",1
"amusement","reinterpretation",1
"department","transportation",1
"part","solution",1
"act","neutrality",1
"pressure","thickening",1
"dominion","village",1
"equipment","baseball",1
"good","trappings",1
"region","salonika",1
"equal","groom",1
"study","literature",1
"vacation","picnic",1
"someone","rummy",1
"product","capital",1
"whole","bourbon",1
"hardware","store",1
"entity","chequer",1
"temperament","loneliness",1
"chordate","pullet",1
"transport","ship",1
"activity","marketplace",1
"antibody","infliximab",1
"state","expectation",1
"vinifera","muscat",1
"someone","stater",1
"meat","frank",1
"unit","gentleman",1
"entity","combatant",1
"entity","reassertion",1
"music","composition",1
"preference","wish",1
"city","vienna",1
"cause","barbarossa",1
"affliction","curse",1
"unit","leakey",1
"province","virginia",1
"commodity","cassock",1
"group","lycium",1
"mercantilism","trading",1
"region","georgetown",1
"commerce","merchandising",1
"sculpture","molding",1
"point","salonika",1
"fish","roach",1
"event","flop",1
"component","jet",1
"someone","skirt",1
"communication","dagger",1
"entity","maricopa",1
"statement","term",1
"state","extent",1
"statesman","waldheim",1
"organism","quarter",1
"game","nap",1
"soul","omaha",1
"ungulate","lincoln",1
"communication","cyberpunk",1
"event","fibrillation",1
"thought","shot",1
"whole","captive",1
"booster","junkie",1
"time","sunset",1
"muscle","deltoid",1
"journey","excursion",1
"being","titi",1
"artefact","whip",1
"group","sorghum",1
"medication","remedy",1
"unit","anasazi",1
"entity","variable",1
"issue","wallop",1
"somebody","cox",1
"intellect","origen",1
"beating","flagellation",1
"advance","refinement",1
"individual","redeemer",1
"utterance","hem",1
"unit","baronet",1
"vertebrate","tom",1
"city","male",1
"instrumentality","beehive",1
"point","aden",1
"friendship","freemasonry",1
"supporter","backer",1
"soul","turkey",1
"person","gardner",1
"restraint","hitch",1
"unit","showboat",1
"misconduct","natural",1
"quantity","oyster",1
"destiny","misery",1
"matter","bran",1
"artifact","suppressor",1
"whole","panther",1
"input","crack",1
"part","paring",1
"somebody","buber",1
"relation","freshwater",1
"object","candle",1
"entity","champaign",1
"measure","miler",1
"singer","garland",1
"insurgent","turner",1
"study","piping",1
"knowledge","heraldry",1
"artefact","scope",1
"occupation","sailing",1
"part","grit",1
"object","hospice",1
"equipment","puzzle",1
"object","sword",1
"process","swig",1
"relative","heir",1
"period","friday",1
"misrepresentation","pretend",1
"component","deuce",1
"soul","import",1
"unit","var",1
"flavouring","guacamole",1
"organism","morrison",1
"dealing","transportation",1
"lord","sire",1
"being","deadeye",1
"process","puff",1
"substance","leopard",1
"inhabitant","indian",1
"mortal","substitute",1
"someone","korean",1
"entity","detroit",1
"conclusion","move",1
"entity","pilgrim",1
"issue","godson",1
"object","exit",1
"quantity","century",1
"individual","kingpin",1
"horse","grey",1
"artifact","bodice",1
"abstraction","genre",1
"boat","jolly",1
"portion","acetate",1
"entity","caption",1
"soul","satanist",1
"abstraction","heap",1
"beginning","federation",1
"food","herbal",1
"liquid","hock",1
"mechanism","key",1
"affliction","malformation",1
"entity","galsworthy",1
"foodstuff","premix",1
"substance","radical",1
"whole","stole",1
"grouping","ppk",1
"soprano","sutherland",1
"concept","regulation",1
"trait","lightness",1
"vertebrate","rabbit",1
"conception","parity",1
"entity","naproxen",1
"person","fiddler",1
"abstraction","backfire",1
"attribute","whiplash",1
"entertainer","coca",1
"entity","bristle",1
"somebody","wog",1
"domain","telecommunication",1
"science","linguistics",1
"representation","guide",1
"communication","deceit",1
"individual","avogadro",1
"establishment","prison",1
"measure","oodles",1
"chordate","herring",1
"status","impotence",1
"mill","sawmill",1
"explanation","functionalism",1
"artifact","guy",1
"astronomer","celsius",1
"being","atheist",1
"headgear","lid",1
"condition","disorder",1
"portion","scrap",1
"being","giant",1
"abstraction","continuance",1
"state","disuse",1
"canine","afghan",1
"whole","waldheim",1
"musician","conductor",1
"content","piping",1
"being","roman",1
"mortal","artisan",1
"region","rwanda",1
"mortal","soldier",1
"equipment","set",1
"someone","rigger",1
"unit","stub",1
"mammal","grey",1
"structure","orifice",1
"construct","multiple",1
"expansion","spread",1
"object","arachnid",1
"textile","canvas",1
"attribute","exclusion",1
"attribute","ring",1
"noble","astor",1
"instrumentality","indicator",1
"gathering","borough",1
"event","transportation",1
"soul","kid",1
"property","antiquity",1
"deed","asking",1
"entity","lauder",1
"activity","elan",1
"organism","rat",1
"drug","whisky",1
"constituent","jaggery",1
"edge","rim",1
"pastry","pie",1
"location","interior",1
"matter","lac",1
"pen","sty",1
"male","babu",1
"act","concord",1
"writing","supervisor",1
"act","torment",1
"achievement","purge",1
"grownup","maid",1
"matter","cyclooxygenase",1
"abstraction","selling",1
"relation","pocket",1
"engineer","thomson",1
"bourgeois","greengrocer",1
"contestant","robinson",1
"unit","rachmaninoff",1
"covering","vest",1
"being","laban",1
"spectator","theatergoer",1
"champion","upholder",1
"position","interval",1
"organism","antipope",1
"person","cleaner",1
"student","maitland",1
"unit","instrument",1
"lace","filet",1
"vertebrate","kob",1
"construct","department",1
"someone","bridesmaid",1
"abstraction","race",1
"brute","marmot",1
"housing","billet",1
"information","dope",1
"matter","po",1
"substance","jadeite",1
"placement","intervention",1
"abstraction","conference",1
"group","population",1
"fauna","stunt",1
"holdfast","tack",1
"unit","servant",1
"nutrient","stout",1
"group","kurd",1
"act","procession",1
"instrumentality","ruler",1
"deed","denial",1
"capitalist","distributor",1
"deed","feat",1
"reflection","blowup",1
"getting","sequestration",1
"soul","instrumentalist",1
"someone","narcissist",1
"artifact","spectator",1
"furnishing","bench",1
"activity","comb",1
"food","schnapps",1
"abstraction","protocol",1
"communicator","shopper",1
"entity","hothead",1
"indication","transcript",1
"indication","hour",1
"construction","clinic",1
"embarrassment","confusion",1
"science","psychopathology",1
"cell","monocyte",1
"location","cavity",1
"territory","la",1
"abstraction","rapport",1
"signal","brace",1
"state","crack",1
"ornamentation","epaulet",1
"unit","conto",1
"message","countenance",1
"content","playing",1
"competition","doubleheader",1
"commerce","business",1
"group","committee",1
"vegetable","taro",1
"period","year",1
"unit","atlas",1
"gas","nitrogen",1
"act","twisting",1
"quality","unrighteousness",1
"deed","transfer",1
"someone","wittgenstein",1
"organism","bush",1
"mortal","gray",1
"abstraction","complicity",1
"chordate","anteater",1
"dominion","waco",1
"constituent","ephedrine",1
"collection","parade",1
"individual","hiker",1
"entity","ferrite",1
"entity","yale",1
"wear","tippet",1
"medicament","naprosyn",1
"business","overrun",1
"content","prospect",1
"entity","email",1
"someone","concessionaire",1
"whole","bullock",1
"artefact","musical",1
"entity","hideaway",1
"fauna","bivalve",1
"whole","policewoman",1
"fault","spectacle",1
"thought","examination",1
"group","pile",1
"unit","barn",1
"beast","tit",1
"liberty","run",1
"entity","consonant",1
"phenomenon","shaft",1
"abstraction","beer",1
"activity","passage",1
"measure","henry",1
"event","throne",1
"morality","mysticism",1
"matter","ginger",1
"protein","ig",1
"entity","subculture",1
"intellectual","thinker",1
"mortal","magistrate",1
"artifact","regulator",1
"deceit","pretence",1
"thing","rectus",1
"judgment","decision",1
"aliment","dinner",1
"someone","mongol",1
"entity","satisfaction",1
"abstraction","squash",1
"freedom","indemnity",1
"suburbia","addition",1
"entity","postscript",1
"state","coziness",1
"substance","glycoprotein",1
"comparison","contrast",1
"imprint","line",1
"tree","coffee",1
"section","scenery",1
"person","leakey",1
"happening","appearance",1
"architect","lin",1
"craftsman","barber",1
"standard","dough",1
"abstraction","ad",1
"abstraction","fright",1
"amount","eve",1
"object","barrio",1
"artifact","band",1
"artifact","area",1
"lyricist","hammerstein",1
"soul","knight",1
"ungulate","hippo",1
"plant","honesty",1
"abstraction","tomorrow",1
"region","hotspot",1
"artefact","satin",1
"somebody","tancred",1
"sense","sensitivity",1
"issue","change",1
"content","humour",1
"occasion","realization",1
"symbol","consonant",1
"whole","dweller",1
"entity","cat",1
"equipment","white",1
"organism","eisenhower",1
"account","life",1
"whole","bill",1
"content","appeal",1
"stuff","cypress",1
"being","flatworm",1
"chordate","deer",1
"soul","chavez",1
"nutrition","pud",1
"object","book",1
"material","base",1
"organism","linguist",1
"stuff","impurity",1
"rotation","turn",1
"abstraction","desolation",1
"piece","concha",1
"entity","axle",1
"abstraction","annotation",1
"artifact","bollard",1
"chemical","silica",1
"individual","cage",1
"writing","translation",1
"knowledge","guideline",1
"rex","john",1
"whole","lymphocyte",1
"being","broadcaster",1
"whole","frock",1
"structure","niche",1
"cognition","solution",1
"idea","proximity",1
"sport","ball",1
"abstraction","epsilon",1
"entity","bias",1
"quality","consequence",1
"condition","hygiene",1
"content","pledge",1
"author","frost",1
"cognition","association",1
"root","dad",1
"cause","detergent",1
"stimulation","cue",1
"stuff","ground",1
"composition","transition",1
"somebody","caretaker",1
"unit","frill",1
"commodity","foundation",1
"individual","buck",1
"region","russia",1
"evidence","track",1
"part","iodide",1
"relation","glycol",1
"person","leo",1
"sickness","scorch",1
"region","border",1
"tissue","scalp",1
"attribute","poisoning",1
"herb","abaca",1
"kill","gassing",1
"achiever","sleeper",1
"contestant","challenger",1
"garment","waterproof",1
"cause","patriot",1
"humor","prednisone",1
"artefact","distributor",1
"content","copy",1
"entity","potato",1
"soul","secessionist",1
"device","transmission",1
"action","cutting",1
"store","crib",1
"leader","steuben",1
"out","sacrifice",1
"shore","coast",1
"unit","pink",1
"whole","handkerchief",1
"artifact","riddle",1
"abstraction","normalization",1
"organism","anthropologist",1
"whole","quine",1
"view","mind",1
"modification","run",1
"protection","indemnity",1
"ungulate","gray",1
"municipality","durban",1
"fortune","toilet",1
"abstraction","rn",1
"abstraction","preparation",1
"cognition","fascism",1
"thinking","interpretation",1
"cognition","budget",1
"worker","pilot",1
"kindred","match",1
"agent","stout",1
"being","owner",1
"group","manufacturer",1
"cognition","prejudice",1
"instrumentation","ammunition",1
"drug","curacao",1
"somebody","scapegoat",1
"soul","moron",1
"measure","toast",1
"grownup","fascist",1
"change","voyage",1
"gaming","bet",1
"part","hem",1
"whole","wiener",1
"individual","maestro",1
"location","gap",1
"entity","mormon",1
"entity","cheever",1
"object","sculpin",1
"message","blast",1
"protection","drop",1
"food","grape",1
"position","proximity",1
"traveller","carrier",1
"warrior","crusader",1
"wear","belt",1
"object","orchid",1
"expression","boilerplate",1
"knowledge","magic",1
"creation","blowup",1
"relation","family",1
"cavalryman","lancer",1
"artifact","compartment",1
"somebody","argonaut",1
"store","provision",1
"ingestion","swallow",1
"artefact","car",1
"cognition","barrier",1
"occupation","politics",1
"stimulant","glass",1
"inhabitant","tory",1
"artefact","claw",1
"transport","heap",1
"turning","roll",1
"matter","hen",1
"deed","ascending",1
"publication","organ",1
"destiny","hardship",1
"food","collation",1
"relative","spouse",1
"somebody","inka",1
"event","wetting",1
"edifice","ministry",1
"establishment","auschwitz",1
"painkiller","acetaminophen",1
"someone","arabian",1
"cloister","charterhouse",1
"propulsion","impression",1
"shaver","monkey",1
"unit","subway",1
"instrumentalist","tenor",1
"occurrence","release",1
"adult","key",1
"thing","starch",1
"diversion","snorkeling",1
"disorder","violence",1
"whole","handyman",1
"whole","brier",1
"occurrence","climax",1
"entity","dump",1
"mortal","aboriginal",1
"object","third",1
"matter","sweet",1
"somebody","rossetti",1
"quantity","serving",1
"aliment","dessert",1
"abstraction","cube",1
"evidence","nebula",1
"municipality","orleans",1
"cause","adventurer",1
"being","fireman",1
"individual","emissary",1
"property","pink",1
"habitant","paddy",1
"nutrient","ale",1
"person","splicer",1
"entity","glucose",1
"asian","israeli",1
"communication","well",1
"abstraction","caliber",1
"abstraction","vino",1
"substance","perry",1
"soul","aleut",1
"cause","whitener",1
"appearance","stain",1
"taxon","bombus",1
"tongue","bantu",1
"unit","monastic",1
"artefact","drapery",1
"somebody","witness",1
"motivation","morality",1
"altruist","harvard",1
"portion","ration",1
"act","heater",1
"somebody","accumulator",1
"proceeding","causa",1
"home","tepee",1
"grouping","greenpeace",1
"combat","impact",1
"object","artery",1
"dose","draft",1
"attribute","egotism",1
"abstraction","presentation",1
"mortal","kingpin",1
"falsehood","fairytale",1
"symbol","pin",1
"somebody","estimator",1
"artefact","chaise",1
"being","botulinum",1
"period","nap",1
"mastermind","nominator",1
"trouble","hysterics",1
"portion","pecan",1
"attribute","leg",1
"matter","dribble",1
"form","sharpness",1
"entity","mars",1
"quantity","basin",1
"entity","marabou",1
"unit","persian",1
"curiosity","concern",1
"mortal","stargazer",1
"denizen","indian",1
"form","sculpture",1
"education","enlightenment",1
"business","masonry",1
"person","bart",1
"matter","balsam",1
"construct","aspect",1
"instrumentality","crown",1
"individual","rehnquist",1
"system","internet",1
"division","game",1
"object","capri",1
"book","john",1
"deed","cannon",1
"abstraction","clutch",1
"head","don",1
"status","pathology",1
"object","briar",1
"trait","humour",1
"justification","grounds",1
"construct","alphabet",1
"action","impairment",1
"festivity","festival",1
"entity","antechamber",1
"bailiwick","strategy",1
"construction","hedge",1
"attribute","better",1
"performer","kelly",1
"abstraction","tryptophan",1
"instrumentalist","lauder",1
"whole","picture",1
"unit","sirius",1
"relation","quartz",1
"extent","view",1
"sign","recall",1
"entity","misrepresentation",1
"bidding","declaration",1
"person","model",1
"animal","pachyderm",1
"cause","slip",1
"being","kamikaze",1
"growth","tumour",1
"entity","bidder",1
"whole","carrier",1
"infringement","plagiarism",1
"habitant","englishman",1
"entity","swig",1
"metropolis","salem",1
"person","architect",1
"entity","cannibalism",1
"shape","groove",1
"displacement","transference",1
"computer","notebook",1
"boat","shell",1
"being","sorcerer",1
"whole","bowerbird",1
"standing","stress",1
"municipality","angora",1
"ruler","george",1
"act","entertainment",1
"whole","pulp",1
"philosopher","malebranche",1
"path","crossover",1
"abstraction","duck",1
"cause","aries",1
"force","push",1
"happening","bark",1
"someone","bellow",1
"abstraction","crew",1
"district","omdurman",1
"cost","offset",1
"establishment","gymnasium",1
"someone","transmitter",1
"message","mitigation",1
"attribute","pretense",1
"entity","cloak",1
"construct","pigeonhole",1
"object","windhoek",1
"force","van",1
"dweller","philippian",1
"error","stain",1
"relation","aid",1
"account","grounds",1
"thought","bosom",1
"pleading","answer",1
"tissue","pot",1
"unit","transmitter",1
"thing","variable",1
"bang","sleeper",1
"abstraction","shale",1
"person","colonist",1
"worker","custer",1
"transaction","quitclaim",1
"band","headband",1
"press","constriction",1
"covering","bark",1
"person","galatian",1
"object","stapler",1
"deed","butchery",1
"somebody","waite",1
"governance","management",1
"thing","dactyl",1
"struggle","fray",1
"protagonist","junky",1
"termination","climax",1
"whole","barrier",1
"line","fleet",1
"notation","dominant",1
"entity","oriole",1
"abstraction","solubility",1
"grouping","crown",1
